word,stratum,n_valid_sources,all_unlikely,pipeline_checks_passed,gemini_source
peltonychia,1,1,False,True,enhanced_12thread_revalidation
peltopleurus,1,1,False,True,enhanced_12thread_revalidation
peltoschema,1,1,False,True,enhanced_12thread_revalidation
pelusiotes,1,1,False,True,enhanced_12thread_revalidation
pelvicalyceal,3,3,False,True,enhanced_12thread_revalidation
pelvicula,1,1,False,True,enhanced_12thread_revalidation
pelviformis,1,1,False,True,enhanced_12thread_revalidation
pelvioradiography,4+,4,False,True,enhanced_12thread_revalidation
pelvioscopy,4+,4,False,True,enhanced_12thread_revalidation
pelviperitonitis,4+,5,False,True,enhanced_12thread_revalidation
pelviradiography,1,1,False,True,enhanced_12thread_revalidation
pelvisacral,4+,5,False,True,enhanced_12thread_revalidation
pelvitis,1,1,False,True,enhanced_12thread_revalidation
penaeidea,1,1,False,True,enhanced_12thread_revalidation
pencase,2,2,False,True,enhanced_12thread_revalidation
pencilfish,3,3,False,True,enhanced_12thread_revalidation
penconazole,2,2,False,True,enhanced_12thread_revalidation
pende,3,3,False,True,enhanced_12thread_revalidation
pendrin,3,3,False,True,enhanced_12thread_revalidation
pendrive,3,3,False,True,enhanced_12thread_revalidation
pendrives,1,1,False,True,enhanced_12thread_revalidation
peneplaine,1,1,False,True,enhanced_12thread_revalidation
peneplaned,1,1,False,True,enhanced_12thread_revalidation
penetrin,1,1,False,True,enhanced_12thread_revalidation
penetrometric,2,2,False,True,enhanced_12thread_revalidation
penicilli,0,0,True,False,multi_thread_revalidation
peniophora,2,2,False,True,enhanced_12thread_revalidation
peniplasty,1,1,False,True,enhanced_12thread_revalidation
penislike,2,2,False,True,enhanced_12thread_revalidation
penmesterol,1,1,False,True,enhanced_12thread_revalidation
pennance,3,3,False,True,enhanced_12thread_revalidation
pennanted,2,2,False,True,enhanced_12thread_revalidation
pennette,3,3,False,True,enhanced_12thread_revalidation
penpictures,1,1,False,True,enhanced_12thread_revalidation
pentacarbonyliron,1,1,False,True,enhanced_12thread_revalidation
pentacellular,1,1,False,True,enhanced_12thread_revalidation
pentadecanucleotide,1,1,False,True,enhanced_12thread_revalidation
pentaerithrityl,1,1,False,True,enhanced_12thread_revalidation
pentaesters,1,1,False,True,enhanced_12thread_revalidation
pentafluorides,3,3,False,True,enhanced_12thread_revalidation
pentafluoroethane,3,3,False,True,enhanced_12thread_revalidation
pentafluorophenol,3,3,False,True,enhanced_12thread_revalidation
pentafluoropropionyl,1,1,False,True,enhanced_12thread_revalidation
pentagalloyl,3,3,False,True,enhanced_12thread_revalidation
pentaloops,1,1,False,True,enhanced_12thread_revalidation
pentamannosyl,2,2,False,True,enhanced_12thread_revalidation
pentameraceans,1,1,False,True,enhanced_12thread_revalidation
pentameres,1,1,False,True,enhanced_12thread_revalidation
pentamethoxy,1,1,False,True,enhanced_12thread_revalidation
pentamethyldisilane,1,1,False,True,enhanced_12thread_revalidation
pentamethylenediamine,4+,6,False,True,enhanced_12thread_revalidation
pentamethylenes,2,2,False,True,enhanced_12thread_revalidation
pentamethylenetetramine,1,1,False,True,enhanced_12thread_revalidation
pentamethylguanidine,1,1,False,True,enhanced_12thread_revalidation
pentametrist,4+,4,False,True,enhanced_12thread_revalidation
pentammineruthenium,1,1,False,True,enhanced_12thread_revalidation
pentanamide,1,1,False,True,enhanced_12thread_revalidation
pentander,4+,4,False,True,enhanced_12thread_revalidation
pentanedial,1,1,False,True,enhanced_12thread_revalidation
pentanedithiol,2,2,False,True,enhanced_12thread_revalidation
pentanenitrile,2,2,False,True,enhanced_12thread_revalidation
pentanucleotide,3,3,False,True,enhanced_12thread_revalidation
pentapetalous,4+,5,False,True,enhanced_12thread_revalidation
pentaphosphates,2,2,False,True,enhanced_12thread_revalidation
pentaphosphoric,1,1,False,True,enhanced_12thread_revalidation
pentaphyllon,2,2,False,True,enhanced_12thread_revalidation
pentapogon,2,2,False,True,enhanced_12thread_revalidation
pentaradiate,3,3,False,True,enhanced_12thread_revalidation
pentasaccharidic,1,1,False,True,enhanced_12thread_revalidation
pentasachme,1,1,False,True,enhanced_12thread_revalidation
pentasialogangliosides,1,1,False,True,enhanced_12thread_revalidation
pentasiloxanes,2,2,False,True,enhanced_12thread_revalidation
pentasodium,3,3,False,True,enhanced_12thread_revalidation
pentasomes,1,1,False,True,enhanced_12thread_revalidation
pentaspherical,4+,5,False,True,enhanced_12thread_revalidation
pentastellate,1,1,False,True,enhanced_12thread_revalidation
pentastoma,2,2,False,True,enhanced_12thread_revalidation
pentastomata,1,1,False,True,enhanced_12thread_revalidation
pentastomida,4+,6,False,True,enhanced_12thread_revalidation
pentastomidae,1,1,False,True,enhanced_12thread_revalidation
pentastomum,4+,5,False,True,enhanced_12thread_revalidation
pentatetraene,1,1,False,True,enhanced_12thread_revalidation
pentathionates,2,2,False,True,enhanced_12thread_revalidation
pentathionic,4+,4,False,True,enhanced_12thread_revalidation
pentatomidae,4+,5,False,True,enhanced_12thread_revalidation
pentatomomorphs,1,1,False,True,enhanced_12thread_revalidation
pentatopes,2,2,False,True,enhanced_12thread_revalidation
pentatremites,1,1,False,True,enhanced_12thread_revalidation
pentatriacontane,4+,5,False,True,enhanced_12thread_revalidation
pentatuberculate,1,1,False,True,enhanced_12thread_revalidation
pentavaccine,1,1,False,True,enhanced_12thread_revalidation
pentazines,1,1,False,True,enhanced_12thread_revalidation
pentazolate,1,1,False,True,enhanced_12thread_revalidation
pentitruncated,1,1,False,True,enhanced_12thread_revalidation
pentosidine,3,3,False,True,enhanced_12thread_revalidation
pentosulose,1,1,False,True,enhanced_12thread_revalidation
pentrite,4+,6,False,True,enhanced_12thread_revalidation
pentylone,1,1,False,True,enhanced_12thread_revalidation
pentynes,2,2,False,True,enhanced_12thread_revalidation
penwork,3,3,False,True,enhanced_12thread_revalidation
penworthy,2,2,False,True,enhanced_12thread_revalidation
pepitos,4+,4,False,True,enhanced_12thread_revalidation
peplis,2,2,False,True,enhanced_12thread_revalidation
peplomeric,1,1,False,True,enhanced_12thread_revalidation
pepperlike,2,2,False,True,enhanced_12thread_revalidation
pepperminted,1,1,False,True,enhanced_12thread_revalidation
peppernut,2,2,False,True,enhanced_12thread_revalidation
peppernuts,2,2,False,True,enhanced_12thread_revalidation
peppershrikes,2,2,False,True,enhanced_12thread_revalidation
pepperwater,1,1,False,True,enhanced_12thread_revalidation
pepsinization,2,2,False,True,enhanced_12thread_revalidation
pepsinlike,1,1,False,True,enhanced_12thread_revalidation
peptaibiotic,1,1,False,True,enhanced_12thread_revalidation
peptically,1,1,False,True,enhanced_12thread_revalidation
peptidelike,1,1,False,True,enhanced_12thread_revalidation
peptidization,1,1,False,True,enhanced_12thread_revalidation
peptidogenesis,1,1,False,True,enhanced_12thread_revalidation
peptidoglycolipids,2,2,False,True,enhanced_12thread_revalidation
peptidohydrolases,1,1,False,True,enhanced_12thread_revalidation
peptidolipid,1,1,False,True,enhanced_12thread_revalidation
peptidolytic,3,3,False,True,enhanced_12thread_revalidation
peptidomannan,1,1,False,True,enhanced_12thread_revalidation
peptidomimicry,1,1,False,True,enhanced_12thread_revalidation
peptidopolysaccharide,2,2,False,True,enhanced_12thread_revalidation
peptidopolysaccharides,2,2,False,True,enhanced_12thread_revalidation
peptidylnucleoside,1,1,False,True,enhanced_12thread_revalidation
peptidylpolymer,1,1,False,True,enhanced_12thread_revalidation
peptidylthiohydantoin,1,1,False,True,enhanced_12thread_revalidation
peptinoids,1,1,False,True,enhanced_12thread_revalidation
peptomanganate,1,1,False,True,enhanced_12thread_revalidation
peptomer,2,2,False,True,enhanced_12thread_revalidation
peptomers,2,2,False,True,enhanced_12thread_revalidation
peptonated,1,1,False,True,enhanced_12thread_revalidation
peptonelike,2,2,False,True,enhanced_12thread_revalidation
peptoniphilus,2,2,False,True,enhanced_12thread_revalidation
peptonoid,4+,5,False,True,enhanced_12thread_revalidation
peptonurias,1,1,False,True,enhanced_12thread_revalidation
peptozyme,1,1,False,True,enhanced_12thread_revalidation
peragendam,1,1,False,True,enhanced_12thread_revalidation
perahera,3,3,False,True,enhanced_12thread_revalidation
perahus,3,3,False,True,enhanced_12thread_revalidation
perambling,1,1,False,True,enhanced_12thread_revalidation
peramelid,2,2,False,True,enhanced_12thread_revalidation
peramelids,3,3,False,True,enhanced_12thread_revalidation
perameloid,4+,5,False,True,enhanced_12thread_revalidation
peranakan,4+,4,False,True,enhanced_12thread_revalidation
peraventure,1,1,False,True,enhanced_12thread_revalidation
perditional,1,1,False,True,enhanced_12thread_revalidation
perduction,1,1,False,True,enhanced_12thread_revalidation
perduringly,4+,5,False,True,enhanced_12thread_revalidation
peregrinans,2,2,False,True,enhanced_12thread_revalidation
perennialistic,1,1,False,True,enhanced_12thread_revalidation
perenniate,1,1,False,True,enhanced_12thread_revalidation
pereskiopsis,2,2,False,True,enhanced_12thread_revalidation
perewigs,1,1,False,True,enhanced_12thread_revalidation
perezia,2,2,False,True,enhanced_12thread_revalidation
perfectbound,1,1,False,True,enhanced_12thread_revalidation
perflates,1,1,False,True,enhanced_12thread_revalidation
perflating,2,2,False,True,enhanced_12thread_revalidation
perfluoride,1,1,False,True,enhanced_12thread_revalidation
perfluoro,3,3,False,True,enhanced_12thread_revalidation
perfluoroacetone,1,1,False,True,enhanced_12thread_revalidation
perfluoroacids,1,1,False,True,enhanced_12thread_revalidation
perfluoroacrylate,1,1,False,True,enhanced_12thread_revalidation
perfluoroacylated,1,1,False,True,enhanced_12thread_revalidation
perfluoroaldehydes,1,1,False,True,enhanced_12thread_revalidation
perfluoroalkene,1,1,False,True,enhanced_12thread_revalidation
perfluoroalkenes,1,1,False,True,enhanced_12thread_revalidation
perfluoroalkenyl,1,1,False,True,enhanced_12thread_revalidation
perfluoroalkoxide,1,1,False,True,enhanced_12thread_revalidation
perfluoroalkyl,4+,4,False,True,enhanced_12thread_revalidation
perfluoroalkylamines,1,1,False,True,enhanced_12thread_revalidation
perfluoroalkyleneether,1,1,False,True,enhanced_12thread_revalidation
perfluoroalkylpolyether,1,1,False,True,enhanced_12thread_revalidation
perfluoroalkylsulfonamido,1,1,False,True,enhanced_12thread_revalidation
perfluoroarylation,1,1,False,True,enhanced_12thread_revalidation
perfluorobutanesulfonate,2,2,False,True,enhanced_12thread_revalidation
perfluorobutanesulfonyl,1,1,False,True,enhanced_12thread_revalidation
perfluorobutene,1,1,False,True,enhanced_12thread_revalidation
perfluorobutyl,1,1,False,True,enhanced_12thread_revalidation
perfluorobutylamine,1,1,False,True,enhanced_12thread_revalidation
perfluorobutyramide,1,1,False,True,enhanced_12thread_revalidation
perfluorobutyric,1,1,False,True,enhanced_12thread_revalidation
perfluorocompounds,1,1,False,True,enhanced_12thread_revalidation
perfluorocycloalkyl,1,1,False,True,enhanced_12thread_revalidation
perfluorocyclobutene,1,1,False,True,enhanced_12thread_revalidation
perfluorodecanethiol,1,1,False,True,enhanced_12thread_revalidation
perfluorodecanoates,1,1,False,True,enhanced_12thread_revalidation
perfluorodialkyl,1,1,False,True,enhanced_12thread_revalidation
perfluorodicarboxylic,1,1,False,True,enhanced_12thread_revalidation
perfluorodiethyl,1,1,False,True,enhanced_12thread_revalidation
perfluorodimethyl,1,1,False,True,enhanced_12thread_revalidation
perfluorodinitrile,1,1,False,True,enhanced_12thread_revalidation
perfluorodiphenylmercury,1,1,False,True,enhanced_12thread_revalidation
perfluorododecane,1,1,False,True,enhanced_12thread_revalidation
perfluoroethane,1,1,False,True,enhanced_12thread_revalidation
perfluoroethylene,1,1,False,True,enhanced_12thread_revalidation
perfluoroglutarate,2,2,False,True,enhanced_12thread_revalidation
perfluoroheptanoic,1,1,False,True,enhanced_12thread_revalidation
perfluoroheptyl,1,1,False,True,enhanced_12thread_revalidation
perfluorohexamethylbicyclopropenyl,1,1,False,True,enhanced_12thread_revalidation
perfluorohexanesulfonate,1,1,False,True,enhanced_12thread_revalidation
perfluorohexanoates,1,1,False,True,enhanced_12thread_revalidation
perfluorohexyl,2,2,False,True,enhanced_12thread_revalidation
perfluoroisopropoxy,1,1,False,True,enhanced_12thread_revalidation
perfluorokerosine,1,1,False,True,enhanced_12thread_revalidation
perfluoroketone,1,1,False,True,enhanced_12thread_revalidation
perfluorolauric,1,1,False,True,enhanced_12thread_revalidation
perfluoromethane,1,1,False,True,enhanced_12thread_revalidation
perfluoromethyl,2,2,False,True,enhanced_12thread_revalidation
perfluoromethyldecalin,1,1,False,True,enhanced_12thread_revalidation
perfluorononanoic,2,2,False,True,enhanced_12thread_revalidation
perfluorooctanesulfonic,2,2,False,True,enhanced_12thread_revalidation
perfluorooctanesulfonyl,2,2,False,True,enhanced_12thread_revalidation
perfluorooctanoyl,1,1,False,True,enhanced_12thread_revalidation
perfluorooctyl,3,3,False,True,enhanced_12thread_revalidation
perfluoropolyalkylether,1,1,False,True,enhanced_12thread_revalidation
perfluoropolyalkylethers,1,1,False,True,enhanced_12thread_revalidation
perfluoropyridine,1,1,False,True,enhanced_12thread_revalidation
perfluoroquinoline,1,1,False,True,enhanced_12thread_revalidation
perfluorosilanes,2,2,False,True,enhanced_12thread_revalidation
perfluorosulfonates,2,2,False,True,enhanced_12thread_revalidation
perfluorosulphonic,1,1,False,True,enhanced_12thread_revalidation
perfluorotetradecanoic,1,1,False,True,enhanced_12thread_revalidation
perfluorotrialkylamines,1,1,False,True,enhanced_12thread_revalidation
perfluorotriazine,1,1,False,True,enhanced_12thread_revalidation
perfluorotriazines,1,1,False,True,enhanced_12thread_revalidation
perfluoroundecanoate,1,1,False,True,enhanced_12thread_revalidation
perfluoroundecanoic,1,1,False,True,enhanced_12thread_revalidation
perforately,2,2,False,True,enhanced_12thread_revalidation
pergandiella,1,1,False,True,enhanced_12thread_revalidation
pergelation,1,1,False,True,enhanced_12thread_revalidation
perglacial,1,1,False,True,enhanced_12thread_revalidation
pergolide,3,3,False,True,enhanced_12thread_revalidation
pergressive,1,1,False,True,enhanced_12thread_revalidation
perhalation,1,1,False,True,enhanced_12thread_revalidation
perhalic,1,1,False,True,enhanced_12thread_revalidation
perhalophenyl,1,1,False,True,enhanced_12thread_revalidation
perhamite,2,2,False,True,enhanced_12thread_revalidation
perhydrate,3,3,False,True,enhanced_12thread_revalidation
perhydroacenaphthene,1,1,False,True,enhanced_12thread_revalidation
perhydrocrocetin,1,1,False,True,enhanced_12thread_revalidation
perhydronaphthalene,1,1,False,True,enhanced_12thread_revalidation
perhydroquinoline,1,1,False,True,enhanced_12thread_revalidation
periabutment,1,1,False,True,enhanced_12thread_revalidation
pericentrics,1,1,False,True,enhanced_12thread_revalidation
pericervical,1,1,False,True,enhanced_12thread_revalidation
perichaetal,1,1,False,True,enhanced_12thread_revalidation
pericystic,4+,5,False,True,enhanced_12thread_revalidation
peridectomy,1,1,False,True,enhanced_12thread_revalidation
periderma,2,2,False,True,enhanced_12thread_revalidation
peridermial,1,1,False,True,enhanced_12thread_revalidation
peridermis,4+,4,False,True,enhanced_12thread_revalidation
periduodenitis,2,2,False,True,enhanced_12thread_revalidation
peridynamic,2,2,False,True,enhanced_12thread_revalidation
periecians,2,2,False,True,enhanced_12thread_revalidation
perigraphic,4+,5,False,True,enhanced_12thread_revalidation
perigynic,1,1,False,True,enhanced_12thread_revalidation
perihabenular,1,1,False,True,enhanced_12thread_revalidation
perihaemal,2,2,False,True,enhanced_12thread_revalidation
perihelic,3,3,False,True,enhanced_12thread_revalidation
perihematoma,2,2,False,True,enhanced_12thread_revalidation
perihymenal,1,1,False,True,enhanced_12thread_revalidation
perihypophyseal,1,1,False,True,enhanced_12thread_revalidation
perihypothalamic,1,1,False,True,enhanced_12thread_revalidation
perijunctional,2,2,False,True,enhanced_12thread_revalidation
perilabyrinth,4+,4,False,True,enhanced_12thread_revalidation
perilabyrinthine,2,2,False,True,enhanced_12thread_revalidation
perilaryngeal,4+,5,False,True,enhanced_12thread_revalidation
perilunar,1,1,False,True,enhanced_12thread_revalidation
perimetrally,1,1,False,True,enhanced_12thread_revalidation
perineogram,1,1,False,True,enhanced_12thread_revalidation
perineopelvic,1,1,False,True,enhanced_12thread_revalidation
perineorectal,1,1,False,True,enhanced_12thread_revalidation
perineurally,2,2,False,True,enhanced_12thread_revalidation
perineuromas,1,1,False,True,enhanced_12thread_revalidation
perineurovascular,1,1,False,True,enhanced_12thread_revalidation
periodinane,0,0,True,False,multi_thread_revalidation
periodontically,0,0,True,False,multi_thread_revalidation
periostraca,0,0,True,False,multi_thread_revalidation
peripatetes,0,0,True,False,multi_thread_revalidation
peripatid,0,0,True,False,multi_thread_revalidation
peripeteias,0,0,True,False,multi_thread_revalidation
peripheralization,0,0,True,False,multi_thread_revalidation
periplakin,0,0,True,False,multi_thread_revalidation
periplocae,0,0,True,False,multi_thread_revalidation
periplous,0,0,True,False,multi_thread_revalidation
periptychids,0,0,True,False,multi_thread_revalidation
periscopal,4+,4,False,True,enhanced_12thread_revalidation
peristylus,2,2,False,True,enhanced_12thread_revalidation
perkinsus,2,2,False,True,enhanced_12thread_revalidation
permabears,2,2,False,True,enhanced_12thread_revalidation
permanize,1,1,False,True,enhanced_12thread_revalidation
permanized,1,1,False,True,enhanced_12thread_revalidation
permanova,3,3,False,True,enhanced_12thread_revalidation
permasphere,1,1,False,True,enhanced_12thread_revalidation
permatemp,3,3,False,True,enhanced_12thread_revalidation
permatemping,2,2,False,True,enhanced_12thread_revalidation
permeabilisation,0,0,True,False,multi_thread_revalidation
permille,0,0,True,False,multi_thread_revalidation
pernatant,1,1,False,True,enhanced_12thread_revalidation
pernickity,2,2,False,True,enhanced_12thread_revalidation
peroba,4+,5,False,True,enhanced_12thread_revalidation
perogi,2,2,False,True,enhanced_12thread_revalidation
perogy,4+,4,False,True,enhanced_12thread_revalidation
peroxidisulphate,2,2,False,True,enhanced_12thread_revalidation
peroxochromic,1,1,False,True,enhanced_12thread_revalidation
peroxocomplex,1,1,False,True,enhanced_12thread_revalidation
peroxohydrate,1,1,False,True,enhanced_12thread_revalidation
peroxomolybdates,1,1,False,True,enhanced_12thread_revalidation
peroxomonophosphate,1,1,False,True,enhanced_12thread_revalidation
peroxomonophosphoric,1,1,False,True,enhanced_12thread_revalidation
peroxomonosulfates,1,1,False,True,enhanced_12thread_revalidation
peroxonitrile,1,1,False,True,enhanced_12thread_revalidation
peroxyacetone,1,1,False,True,enhanced_12thread_revalidation
peroxyalkyl,1,1,False,True,enhanced_12thread_revalidation
peroxycarbamate,1,1,False,True,enhanced_12thread_revalidation
peroxycomplexes,1,1,False,True,enhanced_12thread_revalidation
persistest,1,1,False,True,enhanced_12thread_revalidation
pervanadate,2,2,False,True,enhanced_12thread_revalidation
pervanadyl,2,2,False,True,enhanced_12thread_revalidation
pervaporates,1,1,False,True,enhanced_12thread_revalidation
pervaporating,2,2,False,True,enhanced_12thread_revalidation
pervaporations,1,1,False,True,enhanced_12thread_revalidation
pervenient,1,1,False,True,enhanced_12thread_revalidation
perylenediimide,2,2,False,True,enhanced_12thread_revalidation
perylenes,2,2,False,True,enhanced_12thread_revalidation
peshkhanas,1,1,False,True,enhanced_12thread_revalidation
petalostigma,2,2,False,True,enhanced_12thread_revalidation
peteneras,2,2,False,True,enhanced_12thread_revalidation
petersia,1,1,False,True,enhanced_12thread_revalidation
petertide,0,0,True,False,multi_thread_revalidation
peterwort,3,3,False,True,enhanced_12thread_revalidation
pethoxamide,1,1,False,True,enhanced_12thread_revalidation
petillant,0,0,True,False,multi_thread_revalidation
petinomys,2,2,False,True,enhanced_12thread_revalidation
petitioneth,2,2,False,True,enhanced_12thread_revalidation
petnappings,4+,4,False,True,enhanced_12thread_revalidation
petrarcan,1,1,False,True,enhanced_12thread_revalidation
petrarchal,4+,4,False,True,enhanced_12thread_revalidation
petrarchean,1,1,False,True,enhanced_12thread_revalidation
petrarchesque,4+,4,False,True,enhanced_12thread_revalidation
petroform,3,3,False,True,enhanced_12thread_revalidation
petronia,4+,4,False,True,enhanced_12thread_revalidation
petropedetid,1,1,False,True,enhanced_12thread_revalidation
petropedetids,1,1,False,True,enhanced_12thread_revalidation
petrosa,4+,5,False,True,enhanced_12thread_revalidation
petrostearin,3,3,False,True,enhanced_12thread_revalidation
petrosuchus,2,2,False,True,enhanced_12thread_revalidation
petrovicite,1,1,False,True,enhanced_12thread_revalidation
pewed,4+,4,False,True,enhanced_12thread_revalidation
pewled,1,1,False,True,enhanced_12thread_revalidation
pewterware,3,3,False,True,enhanced_12thread_revalidation
pezizaceae,4+,6,False,True,enhanced_12thread_revalidation
pfft,0,0,False,False,multi_thread_revalidation
phacidium,2,2,False,True,enhanced_12thread_revalidation
phacoids,1,1,False,True,enhanced_12thread_revalidation
phacolithic,2,2,False,True,enhanced_12thread_revalidation
phacomas,1,1,False,True,enhanced_12thread_revalidation
phacomata,1,1,False,True,enhanced_12thread_revalidation
phacometers,1,1,False,True,enhanced_12thread_revalidation
phacopid,4+,6,False,True,enhanced_12thread_revalidation
phacops,4+,5,False,True,enhanced_12thread_revalidation
phaffomyces,1,1,False,True,enhanced_12thread_revalidation
phagolysis,4+,5,False,True,enhanced_12thread_revalidation
phagoptosis,1,1,False,True,enhanced_12thread_revalidation
phaleristics,3,3,False,True,enhanced_12thread_revalidation
phallectomy,2,2,False,True,enhanced_12thread_revalidation
phantasised,1,1,False,True,enhanced_12thread_revalidation
phantasmophobia,1,1,False,True,enhanced_12thread_revalidation
phantolide,1,1,False,True,enhanced_12thread_revalidation
pharisaean,4+,5,False,True,enhanced_12thread_revalidation
pharmacoactivity,1,1,False,True,enhanced_12thread_revalidation
pharmacocentric,1,1,False,True,enhanced_12thread_revalidation
pharmacochallenge,1,1,False,True,enhanced_12thread_revalidation
pharmacochaperone,1,1,False,True,enhanced_12thread_revalidation
pharmacochaperones,1,1,False,True,enhanced_12thread_revalidation
pharmacochemists,1,1,False,True,enhanced_12thread_revalidation
pharmacodependence,2,2,False,True,enhanced_12thread_revalidation
pharmacodependences,1,1,False,True,enhanced_12thread_revalidation
pharmacodynamical,4+,5,False,True,enhanced_12thread_revalidation
pharmacoeconomically,1,1,False,True,enhanced_12thread_revalidation
pharmacoenhancers,1,1,False,True,enhanced_12thread_revalidation
pharmacoepidemiological,2,2,False,True,enhanced_12thread_revalidation
pharmacoepigenetic,2,2,False,True,enhanced_12thread_revalidation
pharmacoepigenome,1,1,False,True,enhanced_12thread_revalidation
pharmacoepigenomes,1,1,False,True,enhanced_12thread_revalidation
pharmacogenetically,2,2,False,True,enhanced_12thread_revalidation
pharmacogenome,1,1,False,True,enhanced_12thread_revalidation
pharmacogenotyped,1,1,False,True,enhanced_12thread_revalidation
pharmacogenotypes,1,1,False,True,enhanced_12thread_revalidation
pharmacognostical,4+,6,False,True,enhanced_12thread_revalidation
pharmacographies,1,1,False,True,enhanced_12thread_revalidation
pharmacohistochemistry,1,1,False,True,enhanced_12thread_revalidation
pharmacophenotype,1,1,False,True,enhanced_12thread_revalidation
pharmacoprophylactic,1,1,False,True,enhanced_12thread_revalidation
pharmacoproteomic,2,2,False,True,enhanced_12thread_revalidation
pharmacotesting,1,1,False,True,enhanced_12thread_revalidation
pharyngeate,2,2,False,True,enhanced_12thread_revalidation
pharyngoesophagectomies,1,1,False,True,enhanced_12thread_revalidation
phascolarctidae,2,2,False,True,enhanced_12thread_revalidation
phascolosomum,1,1,False,True,enhanced_12thread_revalidation
phaseadvancer,1,1,False,True,enhanced_12thread_revalidation
phaselock,2,2,False,True,enhanced_12thread_revalidation
phaselocked,1,1,False,True,enhanced_12thread_revalidation
phaselocking,1,1,False,True,enhanced_12thread_revalidation
phasematched,2,2,False,True,enhanced_12thread_revalidation
phaseolamin,1,1,False,True,enhanced_12thread_revalidation
phaseoleae,2,2,False,True,enhanced_12thread_revalidation
phaseotoxin,1,1,False,True,enhanced_12thread_revalidation
phasepoint,1,1,False,True,enhanced_12thread_revalidation
phasically,3,3,False,True,enhanced_12thread_revalidation
phasmatodea,4+,7,False,True,enhanced_12thread_revalidation
phasogram,2,2,False,True,enhanced_12thread_revalidation
phasometric,1,1,False,True,enhanced_12thread_revalidation
phasonic,2,2,False,True,enhanced_12thread_revalidation
phasotron,1,1,False,True,enhanced_12thread_revalidation
phazotron,2,2,False,True,enhanced_12thread_revalidation
pheidian,2,2,False,True,enhanced_12thread_revalidation
phellinodes,0,0,True,False,multi_thread_revalidation
phenacetine,3,3,False,True,enhanced_12thread_revalidation
phenazones,2,2,False,True,enhanced_12thread_revalidation
phenethylamine,4+,4,False,True,enhanced_12thread_revalidation
phenidate,2,2,False,True,enhanced_12thread_revalidation
phenidates,1,1,False,True,enhanced_12thread_revalidation
phenolize,4+,5,False,True,enhanced_12thread_revalidation
phenoloid,4+,5,False,True,enhanced_12thread_revalidation
phenoloids,2,2,False,True,enhanced_12thread_revalidation
phenolphthaleins,3,3,False,True,enhanced_12thread_revalidation
phenolphthalin,2,2,False,True,enhanced_12thread_revalidation
phenolphthalins,1,1,False,True,enhanced_12thread_revalidation
phenolresinous,1,1,False,True,enhanced_12thread_revalidation
phenolsulfonephthalein,2,2,False,True,enhanced_12thread_revalidation
phenomenalistically,4+,6,False,True,enhanced_12thread_revalidation
phenomenalness,4+,4,False,True,enhanced_12thread_revalidation
phenomorphological,1,1,False,True,enhanced_12thread_revalidation
phenonaphthacridine,1,1,False,True,enhanced_12thread_revalidation
phenoplastics,1,1,False,True,enhanced_12thread_revalidation
phenosafranin,2,2,False,True,enhanced_12thread_revalidation
phenospace,1,1,False,True,enhanced_12thread_revalidation
phenosulfonphthalein,1,1,False,True,enhanced_12thread_revalidation
phenoxarsin,1,1,False,True,enhanced_12thread_revalidation
phenoxethol,1,1,False,True,enhanced_12thread_revalidation
phenoxetol,2,2,False,True,enhanced_12thread_revalidation
phenoxodiol,1,1,False,True,enhanced_12thread_revalidation
phenoxyaliphatic,1,1,False,True,enhanced_12thread_revalidation
phenoxyalkylamines,1,1,False,True,enhanced_12thread_revalidation
phenoxycarb,1,1,False,True,enhanced_12thread_revalidation
phenoxylium,1,1,False,True,enhanced_12thread_revalidation
phenpropionates,1,1,False,True,enhanced_12thread_revalidation
phenylacetohydroxamic,1,1,False,True,enhanced_12thread_revalidation
phenylacetylcoa,1,1,False,True,enhanced_12thread_revalidation
phenylalaninaemia,1,1,False,True,enhanced_12thread_revalidation
phenylalanyladenosine,1,1,False,True,enhanced_12thread_revalidation
phenylalanylarginine,1,1,False,True,enhanced_12thread_revalidation
phenylalanylmethionylarginylphenylalaninamide,1,1,False,True,enhanced_12thread_revalidation
phenylazochromotropic,1,1,False,True,enhanced_12thread_revalidation
phenylpyridinedicarboxylate,1,1,False,True,enhanced_12thread_revalidation
phenylpyrylium,0,0,False,False,multi_thread_revalidation
phenylselenylation,1,1,False,True,enhanced_12thread_revalidation
pheophytines,1,1,False,True,enhanced_12thread_revalidation
pheronema,1,1,False,True,enhanced_12thread_revalidation
phialosporous,2,2,False,True,enhanced_12thread_revalidation
phigaleian,2,2,False,True,enhanced_12thread_revalidation
philalethean,2,2,False,True,enhanced_12thread_revalidation
philaletheans,1,1,False,True,enhanced_12thread_revalidation
philanthotoxins,2,2,False,True,enhanced_12thread_revalidation
philanthrocapitalist,2,2,False,True,enhanced_12thread_revalidation
philanthrocapitalists,2,2,False,True,enhanced_12thread_revalidation
philanthropizes,1,1,False,True,enhanced_12thread_revalidation
philepitta,0,0,True,False,multi_thread_revalidation
philokalia,2,2,False,True,enhanced_6thread_revalidation
philokalian,1,1,False,True,enhanced_6thread_revalidation
philometra,2,2,False,True,enhanced_12thread_revalidation
philosophal,2,2,False,True,enhanced_12thread_revalidation
philosophate,3,3,False,True,enhanced_12thread_revalidation
phlebopexy,3,3,False,True,enhanced_12thread_revalidation
phlebotomous,1,1,False,True,enhanced_12thread_revalidation
